Cluster no	Representative no	Nterm	Nterm_GDT
XP_011392840	CCA74555.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76038.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA69904.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75073.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75680.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91422.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF90833.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91099.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91216.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91289.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91312.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91573.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91575.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF91603.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF92961.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF97304.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF97307.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF97368.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF97371.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF97372.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVF99568.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA74635.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA68224.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA73065.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76425.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76606.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA74840.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA74951.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75074.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	CCA73457.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75354.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75635.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75468.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75486.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	CCA75798.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75937.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA74551.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76089.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76161.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA66627.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA68484.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA71170.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA74747.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA75867.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76182.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76280.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76343.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCA76355.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCD44937.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMR80644.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024547570.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCD56432.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCF33002.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018150688.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCF42854.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018153949.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCX15441.1	SESB-LIKE	SESB-LIKE
XP_011392840	CCX33417.1	SESB-LIKE	SESB-LIKE
XP_011392840	CDP29667.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001904474.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEF78682.1	SESB-LIKE	unk
XP_011392840	PCD27699.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEF86065.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEG05229.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ58923.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFX97956.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY01000.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY48867.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY84990.1	SESB-LIKE	SESB-LIKE
XP_011392840	ORY08227.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ59131.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ81146.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ81165.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ86006.1	SESB-LIKE	SESB-LIKE
XP_011392840	POR32464.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEJ93269.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEN60377.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRJ81407.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK18321.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK41924.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009648891.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	CRK12372.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK05239.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK12377.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNH41119.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003005777.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009648143.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK16433.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK34637.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNH38064.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNH71945.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ93416.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK16662.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK22522.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ97876.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003008287.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009651899.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK26122.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK26254.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK39178.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003002769.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009657353.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK30176.1	SESB-LIKE	SESB-LIKE
XP_011392840	CRK28571.1	SESB-LIKE	SESB-LIKE
XP_011392840	CUS07813.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK85070.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEF86049.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA46352.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL71868.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM13566.1	SESB-LIKE	SESB-LIKE
XP_011392840	EYB27173.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO76929.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018742055.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK98727.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL11946.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR49323.1	SESB-LIKE	SESB-LIKE
XP_011392840	KIL86208.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLP08536.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLP13512.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNP78957.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA17624.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCN82598.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO18222.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO26594.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO50186.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO53272.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV34409.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV59477.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023431645.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL12428.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL13516.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR48023.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA19690.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO49121.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018146493.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023435225.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR51417.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013254661.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR52846.1	SESB-LIKE	unk
XP_011392840	CZR53779.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVH82960.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR55575.1	SESB-LIKE	SESB-LIKE
XP_011392840	CEF78526.1	SESB-LIKE	SESB-LIKE
XP_011392840	EYB32793.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBS24987.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD27562.1	SESB-LIKE	SESB-LIKE
XP_011392840	PTD08140.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009253250.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_011322019.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_025585961.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVK95433.1	SESB-LIKE	SESB-LIKE
XP_011392840	CVL09977.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR44402.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU78152.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMT71148.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH65852.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY83791.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ32340.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ86264.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA36206.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK29342.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL45833.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL93639.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM18401.1	SESB-LIKE	SESB-LIKE
XP_011392840	KIL87635.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLO85090.1	SESB-LIKE	SESB-LIKE
XP_011392840	KLO94977.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD26579.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNP81196.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBA22188.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ92569.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR10812.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCN65431.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO44014.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO58099.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCO90569.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV47538.1	SESB-LIKE	SESB-LIKE
XP_011392840	SCV49895.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018247052.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018755396.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_023436654.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH79846.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPS39642.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWC47693.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_011122672.1	SESB-LIKE	SESB-LIKE
XP_011392840	KKO99425.1	SESB-LIKE	SESB-LIKE
XP_011392840	GAP89134.1	SESB-LIKE	SESB-LIKE
XP_011392840	GAW12695.1	SESB-LIKE	SESB-LIKE
XP_011392840	OPB45637.1	SESB-LIKE	SESB-LIKE
XP_011392840	PNP59209.1	SESB-LIKE	SESB-LIKE
XP_011392840	PTB77124.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_013954981.1	SESB-LIKE	SESB-LIKE
XP_011392840	KPM35737.1	SESB-LIKE	SESB-LIKE
XP_011392840	KZL70260.1	SESB-LIKE	SESB-LIKE
XP_011392840	ELA35599.1	SESB-LIKE	SESB-LIKE
XP_011392840	EQB48514.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXF86127.1	SESB-LIKE	SESB-LIKE
XP_011392840	KDN63703.1	SESB-LIKE	SESB-LIKE
XP_011392840	KXH39864.1	SESB-LIKE	SESB-LIKE
XP_011392840	KXH63823.1	SESB-LIKE	SESB-LIKE
XP_011392840	KXH68167.1	SESB-LIKE	SESB-LIKE
XP_011392840	KZL82888.1	SESB-LIKE	SESB-LIKE
XP_011392840	OHW94909.1	SESB-LIKE	SESB-LIKE
XP_011392840	OLN82235.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_008092348.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018156345.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_022472467.1	SESB-LIKE	SESB-LIKE
XP_011392840	ORY61452.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBR25761.1	SESB-LIKE	SESB-LIKE
XP_011392840	RFN48380.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR56120.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024732973.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR56280.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018065350.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR57787.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR58301.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR59002.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR60232.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR62554.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR62799.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR64396.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	RFU35420.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_007291906.1	SESB-LIKE	SESB-LIKE
XP_011392840	OWP04666.1	SESB-LIKE	SESB-LIKE
XP_011392840	PBP15673.1	SESB-LIKE	SESB-LIKE
XP_011392840	PVH71185.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR66003.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR66344.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR66534.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR67446.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR67706.1	SESB-LIKE	SESB-LIKE
XP_011392840	PMD22297.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR69344.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR69613.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR69786.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZS91660.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZS91529.1	SESB-LIKE	SESB-LIKE
XP_011392840	PQE33462.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZS95227.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT01681.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT42514.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018065117.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT04806.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT10860.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT44318.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003346500.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT09569.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT44477.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT49629.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZT11979.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZS94081.1	SESB-LIKE	SESB-LIKE
XP_011392840	DAA73454.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGD99467.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGE01505.1	SESB-LIKE	SESB-LIKE
XP_011392840	EZF33582.1	SESB-LIKE	SESB-LIKE
XP_011392840	EZF76775.1	SESB-LIKE	SESB-LIKE
XP_011392840	EZG09134.1	SESB-LIKE	SESB-LIKE
XP_011392840	GBF62120.1	SESB-LIKE	SESB-LIKE
XP_011392840	OAL74223.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_002845668.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003018250.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003175097.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003232722.1	SESB-LIKE	SESB-LIKE
XP_011392840	EFW20428.1	SESB-LIKE	SESB-LIKE
XP_011392840	KMM73006.1	SESB-LIKE	SESB-LIKE
XP_011392840	KMU79738.1	SESB-LIKE	SESB-LIKE
XP_011392840	KMU85086.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001244234.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_003068577.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGE08451.1	SESB-LIKE	SESB-LIKE
XP_011392840	DAA73946.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGD95421.1	SESB-LIKE	SESB-LIKE
XP_011392840	KDB23121.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU78519.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK79410.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU84309.1	SESB-LIKE	SESB-LIKE
XP_011392840	KND93897.1	SESB-LIKE	SESB-LIKE
XP_011392840	KPM39165.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGZ69684.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_009852980.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024511554.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_959231.2	SESB-LIKE	SESB-LIKE
XP_011392840	EKG09964.1	SESB-LIKE	SESB-LIKE
XP_011392840	EKG10098.1	SESB-LIKE	SESB-LIKE
XP_011392840	EKG18042.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMR80529.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMR86648.1	SESB-LIKE	SESB-LIKE
XP_011392840	APA14414.1	SESB-LIKE	SESB-LIKE
XP_011392840	ESZ90596.1	SESB-LIKE	SESB-LIKE
XP_011392840	PQE04480.1	SESB-LIKE	SESB-LIKE
XP_011392840	PQE24937.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_001586712.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_024547404.1	SESB-LIKE	SESB-LIKE
XP_011392840	EMR90186.1	SESB-LIKE	SESB-LIKE
XP_011392840	CZR69575.1	SESB-LIKE	SESB-LIKE
XP_011392840	PQE27420.1	SESB-LIKE	SESB-LIKE
XP_011392840	RDL34690.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH71185.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH83925.1	SESB-LIKE	SESB-LIKE
XP_011392840	ENH87108.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPE05245.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPE05467.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPE08501.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPE08934.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPS29040.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPS42428.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWC45501.1	SESB-LIKE	SESB-LIKE
XP_011392840	EPS45887.1	SESB-LIKE	SESB-LIKE
XP_011392840	EQB44600.1	SESB-LIKE	SESB-LIKE
XP_011392840	EQB54956.1	SESB-LIKE	SESB-LIKE
XP_011392840	ELA25826.1	SESB-LIKE	SESB-LIKE
XP_011392840	EQL01948.1	SESB-LIKE	SESB-LIKE
XP_011392840	ESZ89962.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWC43667.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWC44427.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY83792.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ32341.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ86265.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA36207.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL45834.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL75152.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL93640.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM18402.1	SESB-LIKE	SESB-LIKE
XP_011392840	RBQ72736.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWY97466.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ32733.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU81747.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK84453.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL75787.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL99611.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXM16774.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ36204.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ83101.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXF76193.1	SESB-LIKE	SESB-LIKE
XP_011392840	KXH65425.1	SESB-LIKE	SESB-LIKE
XP_011392840	KZL79517.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK23881.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU71746.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ28319.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXL65158.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK24065.1	SESB-LIKE	SESB-LIKE
XP_011392840	EGU88543.1	SESB-LIKE	SESB-LIKE
XP_011392840	EWZ28359.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXA31563.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK78230.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK79408.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD22178.1	SESB-LIKE	SESB-LIKE
XP_011392840	PCD22179.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFZ13980.1	SESB-LIKE	SESB-LIKE
XP_011392840	KHN94745.1	SESB-LIKE	SESB-LIKE
XP_011392840	KPM42707.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT71585.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY05501.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY45994.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY89089.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFZ17155.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT46410.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT53414.1	SESB-LIKE	SESB-LIKE
XP_011392840	PQK16316.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018130063.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY71098.1	SESB-LIKE	SESB-LIKE
XP_011392840	XP_018689074.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK25983.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK26009.1	SESB-LIKE	SESB-LIKE
XP_011392840	KIL88408.1	SESB-LIKE	SESB-LIKE
XP_011392840	EXK28605.1	SESB-LIKE	SESB-LIKE SESB-LIKE
XP_011392840	EXL74236.1	SESB-LIKE	SESB-LIKE
XP_011392840	KFY14076.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT38534.1	SESB-LIKE	SESB-LIKE
XP_011392840	OBT40539.1	SESB-LIKE	SESB-LIKE
