Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
KEY84097	7	PF12460.8 ; MMS19_C ; RNAPII t	8.3	17.0	0.0041	30.8	0.0	32	206-240	194-225 (426)
KEY84097	8	PF12530.8 ; DUF3730 ; Protein	7.5	21.0	0.0047	28.6	0.0	86	135-237	149-234 (234)
KEY84097	9	PF02232.15 ; Alpha_TIF ; Alpha	7.2	26.0	0.0049	30.8	0.0	61	81-145	160-220 (346)
KEY84097	10	PF13251.6 ; DUF4042 ; Domain o	6.7	24.0	0.0054	26.6	0.0	47	176-226	109-155 (176)
PPQ79487	1	PF01637.18 ; ATPase_2 ; ATPase	96.6	2.4e-06	5.5e-10	64.0	0.0	36	246-281	19-54  (209)
PPQ79487	2	PF00308.18 ; Bac_DnaA ; Bacter	96.2	1.1e-05	2.6e-09	60.4	0.0	28	247-274	33-60  (219)
PPQ79487	3	PF07693.14 ; KAP_NTPase ; KAP	96.1	1.4999999999999999e-05	3.3e-09	63.9	0.0	29	246-274	30-58  (307)
PPQ79487	4	PF13191.6 ; AAA_16 ; AAA ATPas	96.1	1.6e-05	3.6e-09	58.3	0.0	28	248-275	25-52  (189)
PPQ79487	5	PF05729.12 ; NACHT ; NACHT dom	96.1	1.6e-05	3.6e-09	56.9	0.0	26	249-274	2-27  (170)
PPQ79487	6	PF00931.22 ; NB-ARC ; NB-ARC d	96.0	1.8e-05	4.1999999999999996e-09	59.7	0.0	26	248-273	19-44  (240)
PPQ79487	7	PF14516.6 ; AAA_35 ; AAA-like	96.0	2.1e-05	4.8e-09	63.8	0.0	39	247-285	30-68  (330)
PPQ79487	8	PF05621.11 ; TniB ; Bacterial	96.0	2.1e-05	4.8e-09	57.7	0.0	28	247-274	35-62  (191)
PPQ79487	9	PF01695.17 ; IstB_IS21 ; IstB-	95.6	5.4000000000000005e-05	1.2e-08	57.2	0.0	30	247-276	48-77  (179)
PPQ79487	10	PF13401.6 ; AAA_22 ; AAA domai	95.5	6.3e-05	1.4e-08	51.4	0.0	28	247-274	5-32  (131)
XP_001833976	1	PF17109.5 ; Goodbye ; fungal S	74.8	0.12	2.6000000000000002e-05	38.3	0.0	67	283-350	55-121 (123)
XP_001833976	2	PF17111.5 ; Helo_like_N ; Fung	70.8	0.17	3.8e-05	39.5	0.0	111	313-423	16-134 (209)
XP_001833976	3	PF17100.5 ; NACHT_N ; N-termin	62.7	0.33	7.2e-05	39.1	0.0	123	289-413	88-221 (229)
XP_001833976	4	PF05659.11 ; RPW8 ; Arabidopsi	57.7	0.49	0.0001	36.0	0.0	104	311-416	9-113 (140)
XP_001833976	5	PF15967.5 ; Nucleoporin_FG2 ;	36.4	1.9	0.00037	40.6	0.0	24	364-387	394-417 (605)
XP_001833976	6	PF17107.5 ; SesA ; N-terminal	33.0	2.1	0.00045999999999999996	30.3	0.0	31	321-351	14-44  (133)
XP_001833976	7	PF17552.2 ; DUF5464 ; Family o	6.4	32.0	0.0057	19.9	0.0	17	165-181	12-28  (51)
XP_001833976	8	PF14812.6 ; PBP1_TM ; Transmem	6.0	34.0	0.0063	22.2	0.0	13	52-64	37-49  (79)
XP_001833976	9	PF15967.5 ; Nucleoporin_FG2 ;	5.8	33.0	0.0065	30.9	0.0	8	337-344	400-407 (605)
XP_001833976	10	PF15967.5 ; Nucleoporin_FG2 ;	5.6	34.0	0.0068	30.7	0.0	20	365-384	349-368 (605)
CVL12560	1	PF17107.5 ; SesA ; N-terminal	98.4	4.0000000000000004e-11	8.2e-15	95.3	0.0	121	144-264	1-132 (133)
CVL12560	2	PF17111.5 ; Helo_like_N ; Fung	98.0	8.3e-10	1.7e-13	93.1	0.0	127	132-267	1-131 (209)
CVL12560	3	PF14479.6 ; HeLo ; Prion-inhib	80.8	0.063	1.3000000000000001e-05	41.9	0.0	50	141-191	4-53  (199)
CVL12560	4	PF17106.5 ; NACHT_sigma ; Sigm	77.4	0.1	1.9e-05	30.4	0.0	32	304-335	3-34  (43)
CVL12560	5	PF05659.11 ; RPW8 ; Arabidopsi	18.2	6.7	0.0013	27.4	0.0	18	246-263	96-113 (140)
CVL12560	6	PF15967.5 ; Nucleoporin_FG2 ;	17.4	7.4	0.0014	34.5	0.0	13	166-178	248-260 (605)
CVL12560	7	PF04772.12 ; Flu_B_M2 ; Influe	9.7	18.0	0.0033	23.2	0.0	28	131-161	1-28  (109)
CVL12560	8	PF04912.14 ; Dynamitin ; Dynam	5.3	37.0	0.0073	27.1	0.0	72	154-225	299-370 (389)
CVL12560	9	PF07889.12 ; DUF1664 ; Protein	5.3	39.0	0.0074	22.5	0.0	59	165-229	36-94  (123)
CVL12560	10	PF11785.8 ; Aft1_OSA ; Aft1 os	5.3	40.0	0.0074	19.2	0.0	9	92-100	41-49  (55)
KLO15722	1	PF11043.8 ; DUF2856 ; Protein	25.8	3.9	0.00073	22.6	0.0	22	97-119	12-33  (97)
KLO15722	2	PF15894.5 ; SgrT ; Inhibitor o	25.4	4.0	0.00075	19.6	0.0	16	102-117	25-40  (49)
KLO15722	3	PF14540.6 ; NTF-like ; Nucleot	15.6	8.3	0.0017	20.8	0.0	31	14-44	83-113 (118)
KLO15722	4	PF16533.5 ; SOAR ; STIM1 Orai1	10.8	15.0	0.0029	19.9	0.0	31	20-50	55-85  (101)
KLO15722	5	PF03931.15 ; Skp1_POZ ; Skp1 f	7.2	23.0	0.0049	15.5	0.0	21	98-118	40-60  (63)
KLO15722	6	PF02998.14 ; Lentiviral_Tat ;	3.9	60.0	0.011000000000000001	16.6	0.0	15	104-118	51-65  (86)
KLO15722	7	PF18068.1 ; Npun_R1517 ; Npun	3.7	64.0	0.012	16.0	0.0	32	19-50	14-45  (74)
KLO15722	8	PF08760.11 ; DUF1793 ; Domain	3.3	70.0	0.013000000000000001	18.8	0.0	20	103-122	147-166 (200)
KLO15722	9	PF09508.10 ; Lact_bio_phlase ;	2.5	100.0	0.019	20.4	0.0	22	98-119	177-198 (433)
KLO15722	10	PF14216.6 ; DUF4326 ; Domain o	2.1	120.0	0.023	14.4	0.0	19	101-119	26-44  (85)
CCA76868	1	PF01734.22 ; Patatin ; Patatin	99.5	1.1000000000000001e-18	2.3e-22	173.2	0.0	193	286-489	1-221 (221)
CCA76868	2	PF05445.11 ; Pox_ser-thr_kin ;	99.3	8.299999999999999e-17	1.6000000000000002e-20	176.5	0.0	132	103-239	153-347 (431)
CCA76868	3	PF07714.17 ; Pkinase_Tyr ; Pro	99.2	7.5e-16	1.5e-19	161.0	0.0	130	103-236	3-193 (299)
CCA76868	4	PF12330.8 ; Haspin_kinase ; Ha	99.2	8e-16	1.6000000000000002e-19	168.4	0.0	127	107-237	148-293 (408)
CCA76868	5	PF00069.25 ; Pkinase ; Protein	99.1	5.3e-15	1.1000000000000001e-18	150.7	0.0	130	103-239	3-161 (260)
CCA76868	6	PF07387.11 ; Seadorna_VP7 ; Se	99.1	5.9e-15	1.2e-18	154.6	0.0	122	104-240	66-195 (306)
CCA76868	7	PF10707.9 ; YrbL-PhoP_reg ; Ph	99.0	1.9e-14	3.8e-18	140.1	0.0	128	104-239	6-178 (201)
CCA76868	8	PF06293.14 ; Kdo ; Lipopolysac	99.0	3.8e-14	7.9e-18	137.2	0.0	134	99-237	7-165 (204)
CCA76868	9	PF06176.11 ; WaaY ; Lipopolysa	98.9	5.700000000000001e-14	1.2e-17	139.5	0.0	129	103-239	35-187 (229)
CCA76868	10	PF17667.1 ; Pkinase_fungal ; F	98.9	1.2e-13	2.4e-17	147.8	0.0	127	105-238	150-318 (360)
EWY82653	1	PF08043.12 ; Xin ; Xin repeat	69.8	0.23	4.2e-05	14.7	0.0	11	38-48	4-14  (16)
EWY82653	2	PF16496.5 ; SWIRM-assoc_2 ; SW	65.0	0.33	6.1e-05	26.2	0.0	18	38-55	228-245 (405)
EWY82653	3	PF11239.8 ; DUF3040 ; Protein	46.7	1.1	0.0002	18.1	0.0	24	1-24	1-24  (78)
EWY82653	4	PF05003.12 ; DUF668 ; Protein	43.3	1.3	0.00025	18.7	0.0	15	10-24	75-89  (92)
EWY82653	5	PF11806.8 ; DUF3327 ; Domain o	33.0	2.4	0.00045999999999999996	17.9	0.0	18	30-47	36-53  (121)
EWY82653	6	PF18532.1 ; DUF5621 ; Domain o	32.0	2.7	0.00049	19.2	0.0	25	26-50	59-83  (140)
EWY82653	7	PF06633.11 ; DUF1155 ; Protein	24.2	4.6	0.00082	14.2	0.0	15	37-51	19-33  (42)
EWY82653	8	PF05418.11 ; Apo-VLDL-II ; Apo	20.1	6.3	0.0011	16.0	0.0	33	14-46	8-40  (79)
EWY82653	9	PF04320.14 ; DUF469 ; Protein	19.3	6.4	0.0012	16.4	0.0	17	6-22	71-87  (101)
EWY82653	10	PF16220.5 ; DUF4880 ; Domain o	15.8	8.5	0.0016	11.8	0.0	8	47-54	21-28  (43)
KXG48434	1	PF17100.5 ; NACHT_N ; N-termin	99.4	8.9e-18	1.8e-21	140.5	0.0	137	144-283	79-228 (229)
KXG48434	2	PF17109.5 ; Goodbye ; fungal S	99.2	9.4e-16	1.8e-19	115.7	0.0	120	95-215	1-123 (123)
KXG48434	3	PF15967.5 ; Nucleoporin_FG2 ;	48.6	0.95	0.00018	38.8	0.0	60	182-243	346-405 (605)
KXG48434	4	PF17111.5 ; Helo_like_N ; Fung	30.3	2.7	0.00054	28.7	0.0	26	265-290	113-138 (209)
KXG48434	5	PF15967.5 ; Nucleoporin_FG2 ;	16.0	8.5	0.0016	32.1	0.0	10	123-132	251-260 (605)
KXG48434	6	PF15469.6 ; Sec5 ; Exocyst com	10.8	14.0	0.0028	24.6	0.0	28	223-250	89-117 (194)
KXG48434	7	PF08651.10 ; DASH_Duo1 ; DASH	9.1	19.0	0.0036	20.4	0.0	26	226-251	40-65  (74)
KXG48434	8	PF12491.8 ; ApoB100_C ; Apolip	7.9	24.0	0.0044	19.0	0.0	35	215-249	17-51  (57)
KXG48434	9	PF18375.1 ; CDH1_2_SANT_HL1 ;	7.5	24.0	0.0047	20.6	0.0	22	227-248	40-61  (91)
KXG48434	10	PF07739.13 ; TipAS ; TipAS ant	5.3	37.0	0.0073	19.4	0.0	24	223-246	89-112 (113)
KIJ51634	1	PF17100.5 ; NACHT_N ; N-termin	95.3	0.0001	2.1e-08	62.3	0.0	135	269-404	79-227 (229)
KIJ51634	2	PF17109.5 ; Goodbye ; fungal S	90.8	0.0061	1.2e-06	45.2	0.0	69	269-337	52-121 (123)
KIJ51634	3	PF11618.8 ; C2-C2_1 ; First C2	88.2	0.015	3e-06	43.3	0.0	66	144-218	36-110 (142)
KIJ51634	4	PF17111.5 ; Helo_like_N ; Fung	83.6	0.04	8.2e-06	43.2	0.0	118	291-409	7-135 (209)
KIJ51634	5	PF15729.5 ; ALS2CR11 ; Amyotro	69.8	0.22	4.1e-05	44.0	0.0	67	144-218	49-134 (420)
KIJ51634	6	PF17107.5 ; SesA ; N-terminal	27.8	3.2	0.00064	28.5	0.0	23	317-339	23-45  (133)
KIJ51634	7	PF08580.10 ; KAR9 ; Yeast cort	18.2	7.0	0.0013	35.7	0.0	23	350-372	153-175 (696)
KIJ51634	8	PF05659.11 ; RPW8 ; Arabidopsi	17.5	7.3	0.0014	27.4	0.0	54	318-371	30-84  (140)
KIJ51634	9	PF10805.8 ; DUF2730 ; Protein	13.8	10.0	0.002	24.3	0.0	14	317-330	30-43  (95)
KIJ51634	10	PF15212.6 ; SPATA19 ; Spermato	13.5	12.0	0.0021	25.4	0.0	25	63-87	8-32  (129)
OCL05054	1	PF17100.5 ; NACHT_N ; N-termin	98.9	1.2e-13	2.6e-17	128.6	0.0	136	338-476	79-227 (229)
OCL05054	2	PF17109.5 ; Goodbye ; fungal S	98.6	3.5e-12	7.3e-16	107.5	0.0	118	291-409	1-123 (123)
OCL05054	3	PF05729.12 ; NACHT ; NACHT dom	91.4	0.0039	8.9e-07	48.3	0.0	17	546-562	1-17  (170)
OCL05054	4	PF01637.18 ; ATPase_2 ; ATPase	91.3	0.0042	9.5e-07	50.1	0.0	28	535-562	9-37  (209)
OCL05054	5	PF13191.6 ; AAA_16 ; AAA ATPas	91.3	0.0043	9.6e-07	49.3	0.0	18	545-562	24-41  (189)
OCL05054	6	PF05621.11 ; TniB ; Bacterial	91.1	0.0047	1e-06	49.3	0.0	18	545-562	35-52  (191)
OCL05054	7	PF07693.14 ; KAP_NTPase ; KAP	88.8	0.011000000000000001	2.4e-06	51.2	0.0	18	545-562	31-48  (307)
OCL05054	8	PF13671.6 ; AAA_33 ; AAA domai	88.8	0.011000000000000001	2.5e-06	44.9	0.0	16	547-562	1-16  (142)
OCL05054	9	PF00931.22 ; NB-ARC ; NB-ARC d	88.6	0.012	2.6e-06	48.1	0.0	27	536-562	6-35  (240)
OCL05054	10	PF00308.18 ; Bac_DnaA ; Bacter	88.6	0.012	2.6e-06	47.6	0.0	28	535-562	21-50  (219)
KIK07581	1	PF05580.12 ; Peptidase_S55 ; S	18.6	6.4	0.0013	21.4	0.0	12	8-19	179-190 (215)
KIK07581	2	PF12758.7 ; DUF3813 ; Protein	13.7	10.0	0.002	16.9	0.0	14	12-25	3-16  (66)
KIK07581	3	PF08259.11 ; Periviscerokin ;	13.1	12.0	0.0022	11.4	0.0	7	45-51	2-8   (11)
KIK07581	4	PF01531.16 ; Glyco_transf_11 ;	8.9	16.0	0.0037	18.3	0.0	22	12-33	226-247 (281)
KIK07581	5	PF10636.9 ; hemP ; Hemin uptak	7.6	23.0	0.0046	13.8	0.0	15	11-25	4-18  (37)
KIK07581	6	PF17597.2 ; DUF5493 ; Family o	5.2	42.0	0.0075	15.4	0.0	17	16-32	44-60  (82)
KIK07581	7	PF10894.8 ; DUF2689 ; Protein	4.8	46.0	0.0084	14.3	0.0	13	16-28	19-31  (57)
KIK07581	8	PF13045.6 ; DUF3905 ; Protein	3.9	59.0	0.011000000000000001	14.9	0.0	22	12-33	26-47  (84)
KIK07581	9	PF04896.12 ; AmoC ; Ammonia mo	3.4	66.0	0.013000000000000001	17.2	0.0	15	19-33	130-144 (246)
KIK07581	10	PF05418.11 ; Apo-VLDL-II ; Apo	3.4	70.0	0.013000000000000001	14.4	0.0	20	9-28	40-59  (79)
RDW68062	1	PF17046.5 ; Ses_B ; SesB domai	95.4	9.1e-05	1.7e-08	32.2	0.0	23	16-38	5-27  (28)
RDW68062	2	PF08944.11 ; p47_phox_C ; NADP	11.7	13.0	0.0025	14.8	0.0	12	48-59	4-15  (33)
RDW68062	3	PF12572.8 ; DUF3752 ; Protein	10.1	15.0	0.0031	18.3	0.0	11	56-66	112-122 (149)
RDW68062	4	PF05968.11 ; Bacillus_PapR ; B	8.9	20.0	0.0037	15.3	0.0	17	7-23	6-22  (45)
RDW68062	5	PF12196.8 ; hNIFK_binding ; FH	7.2	26.0	0.005	14.3	0.0	13	54-66	7-19  (40)
RDW68062	6	PF12427.8 ; DUF3665 ; Branched	5.5	39.0	0.0071	12.1	0.0	10	48-57	6-15  (22)
RDW68062	7	PF15105.6 ; TMEM61 ; TMEM61 pr	4.8	43.0	0.0082	17.9	0.0	12	2-13	52-63  (184)
RDW68062	8	PF01175.18 ; Urocanase ; Uroca	4.7	44.0	0.0085	18.2	0.0	17	2-18	31-47  (210)
RDW68062	9	PF18505.1 ; DUF5619 ; Domain o	4.1	51.0	0.01	14.9	0.0	13	55-67	32-44  (81)
RDW68062	10	PF18601.1 ; EZH2_N ; EZH2 N-te	4.1	54.0	0.01	15.2	0.0	14	52-65	51-64  (81)
KOC17030	1	PF01637.18 ; ATPase_2 ; ATPase	96.6	2.7000000000000004e-06	5.8e-10	57.3	0.0	36	134-169	9-45  (209)
KOC17030	2	PF18751.1 ; Ploopntkinase3 ; P	96.4	5.2e-06	1.1e-09	55.9	0.0	24	145-168	3-27  (187)
KOC17030	3	PF13191.6 ; AAA_16 ; AAA ATPas	96.4	5.9e-06	1.3e-09	54.7	0.0	37	135-171	11-51  (189)
KOC17030	4	PF07931.12 ; CPT ; Chloramphen	96.4	6.6e-06	1.4000000000000001e-09	54.0	0.0	23	146-168	2-25  (163)
KOC17030	5	PF00931.22 ; NB-ARC ; NB-ARC d	96.3	8.400000000000001e-06	1.8e-09	55.6	0.0	34	135-168	6-42  (240)
KOC17030	6	PF05621.11 ; TniB ; Bacterial	96.2	9.9e-06	2.0999999999999998e-09	53.7	0.0	26	145-170	35-61  (191)
KOC17030	7	PF02223.17 ; Thymidylate_kin ;	96.2	1.2e-05	2.4e-09	53.3	0.0	20	150-169	1-21  (181)
KOC17030	8	PF13401.6 ; AAA_22 ; AAA domai	96.1	1.3000000000000001e-05	2.8000000000000003e-09	49.7	0.0	25	145-169	5-30  (131)
KOC17030	9	PF13238.6 ; AAA_18 ; AAA domai	96.1	1.4000000000000001e-05	2.9e-09	49.1	0.0	21	148-168	1-22  (108)
KOC17030	10	PF05729.12 ; NACHT ; NACHT dom	96.1	1.3000000000000001e-05	2.9e-09	51.6	0.0	24	147-170	2-26  (170)
KIJ47396	1	PF17111.5 ; Helo_like_N ; Fung	98.7	9.000000000000001e-13	1.7e-16	98.6	0.0	131	22-159	1-139 (209)
KIJ47396	2	PF17107.5 ; SesA ; N-terminal	97.6	1.6e-08	2.9999999999999997e-12	68.9	0.0	105	39-148	8-132 (133)
KIJ47396	3	PF05729.12 ; NACHT ; NACHT dom	95.8	4.3e-05	7.9e-09	51.5	0.0	23	256-278	2-24  (170)
KIJ47396	4	PF13238.6 ; AAA_18 ; AAA domai	95.7	4.8e-05	8.9e-09	47.9	0.0	22	257-278	1-22  (108)
KIJ47396	5	PF18751.1 ; Ploopntkinase3 ; P	95.7	5.6000000000000006e-05	1e-08	52.5	0.0	24	255-278	4-27  (187)
KIJ47396	6	PF13671.6 ; AAA_33 ; AAA domai	95.6	6.8e-05	1.2e-08	49.3	0.0	23	256-278	1-23  (142)
KIJ47396	7	PF07931.12 ; CPT ; Chloramphen	95.6	6.8e-05	1.3e-08	50.7	0.0	24	255-278	2-25  (163)
KIJ47396	8	PF08433.10 ; KTI12 ; Chromatin	95.5	8.8e-05	1.6e-08	55.5	0.0	23	256-278	3-25  (269)
KIJ47396	9	PF13191.6 ; AAA_16 ; AAA ATPas	95.4	9.7e-05	1.8e-08	50.7	0.0	24	254-277	24-47  (189)
KIJ47396	10	PF05621.11 ; TniB ; Bacterial	95.4	9.7e-05	1.8e-08	50.8	0.0	25	254-278	35-59  (191)
KZV77396	1	PF17100.5 ; NACHT_N ; N-termin	99.3	1.3e-16	2.5e-20	140.6	0.0	189	101-305	1-227 (229)
KZV77396	2	PF17109.5 ; Goodbye ; fungal S	99.1	2.2e-15	4.2e-19	119.1	0.0	121	104-235	1-123 (123)
